ACC	Name	chr	start	end	TSS	TTS	Expression	Description
YGR264C	MES1	chr07	1021853	1019598	1021862	1019411	541.52	Methionyl-tRNA synthetase; forms a complex with glutamyl-tRNA synthetase (Gus1p) and Arc1p, which increases the catalytic efficiency of both tRNA synthetases; also has a role in nuclear export of tRNAs; mutations in human ortholog MARS are associated with pediatric pulmonary alveolar proteinosis
YGR266W		chr07	1022656	1024761	1022601	1025000	147.44	Protein of unknown function; predicted to contain a single transmembrane domain; mutant has increased aneuploidy tolerance; localized to both the mitochondrial outer membrane and the plasma membrane; protein abundance increases in response to DNA replication stress
YGR267C	FOL2	chr07	1025735	1025004	1025900	1024921	653.93	GTP-cyclohydrolase I, catalyzes first step in folic acid biosynthesis; human homolog GCH1 is implicated in dopa-responsive dystonia (DRD), and can complement yeast null mutant
YGR269W		chr07	1026636	1026962	NaN	NaN	37.28	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF HUA1/YGR268C
YGR268C	HUA1	chr07	1026653	1026057	1027037	1025884	143.79	Cytoplasmic protein containing a zinc finger domain; sequence similarity to that of Type I J-proteins; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly
YGR270W	YTA7	chr07	1027370	1031509	1027255	1028648	148.96	Protein that localizes to chromatin; has a role in regulation of histone gene expression; has a bromodomain-like region that interacts with the N-terminal tail of histone H3, and an ATPase domain; relocalizes to the cytosol in response to hypoxia; potentially phosphorylated by Cdc28p
YGR270C-A		chr07	1027600	1027382	NaN	NaN	95.46	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified ORF YTA7/YGR270W
YGR271W	SLH1	chr07	1031791	1037694	1031771	1032834	45.58	Putative RNA helicase related to Ski2p; involved in translation inhibition of non-poly(A) mRNAs; required for repressing propagation of dsRNA viruses
YGR271C-A	EFG1	chr07	1038501	1037800	1038553	1037711	201.61	Essential protein required for maturation of 18S rRNA; null mutant is sensitive to hydroxyurea and is delayed in recovering from alpha-factor arrest; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus
YGR273C		chr07	1039239	1038715	NaN	NaN	0.96	Putative protein of unknown function; expression downregulated by treatment with 8-methoxypsoralen plus UVA irradiation; not an essential gene; YGR273C has a paralog, YMR295C, that arose from the whole genome duplication
YGR274C	TAF1	chr07	1043095	1039895	1043118	1039813	84.11	TFIID subunit, involved in RNA pol II transcription initiation; possesses in vitro histone acetyltransferase activity but its role in vivo appears to be minor; involved in promoter binding and G1/S progression; relocalizes to the cytosol in response to hypoxia
YGR275W	RTT102	chr07	1043276	1043749	1043255	1043749	276.34	Component of both the SWI/SNF and RSC chromatin remodeling complexes; suggested role in chromosome maintenance; possible weak regulator of Ty1 transposition; protein abundance increases in response to DNA replication stress
YGR276C	RNH70	chr07	1045480	1043819	1045490	1045366	147.22	3'-5' exoribonuclease; required for maturation of 3' ends of 5S rRNA and tRNA-Arg3 from dicistronic transcripts
YGR277C	CAB4	chr07	1046561	1045644	1046566	1045612	151.63	Subunit of the CoA-Synthesizing Protein Complex (CoA-SPC); subunits of this complex are: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p; probable pantetheine-phosphate adenylyltransferase (PPAT); PPAT catalyzes the fourth step in the biosynthesis of coenzyme A from pantothenate; null mutant lethality is complemented by E. coli coaD (encoding PPAT) and by human COASY
YGR278W	CWC22	chr07	1046731	1048464	1046722	1048645	71.33	Spliceosome-associated protein that is required for pre-mRNA splicing; necessary for Prp2p function at the first catalytic step of splicing; has similarity to S. pombe Cwf22p; CWC22 is an essential protein
YGR279C	SCW4	chr07	1049958	1048798	1050067	1048793	4906.04	Cell wall protein with similarity to glucanases; scw4 scw10 double mutants exhibit defects in mating; SCW4 has a paralog, SCW10, that arose from the whole genome duplication
YGR280C	PXR1	chr07	1051725	1050910	1051755	1051166	283.64	Essential protein involved in rRNA and snoRNA maturation; competes with TLC1 RNA for binding to Est2p, suggesting a role in negative regulation of telomerase; human homolog inhibits telomerase; contains a G-patch RNA interacting domain
YGR281W	YOR1	chr07	1052824	1057257	1052657	1057450	119.66	Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter mediates export of many different organic anions including oligomycin; homolog of human cystic fibrosis transmembrane receptor (CFTR)
YGR282C	BGL2	chr07	1058724	1057783	1058750	1057531	4208	Endo-beta-1,3-glucanase; major protein of the cell wall, involved in cell wall maintenance; involved in incorporation of newly synthesized mannoprotein molecules into the cell wall
YGR283C		chr07	1060040	1059015	1060595	1058954	94.95	Putative methyltransferase; may interact with ribosomes, based on co-purification experiments; predicted to be involved in ribosome biogenesis; null mutant is resistant to fluconazole; GFP-fusion protein localizes to the nucleolus; YGR283C has a paralog, YMR310C, that arose from the whole genome duplication
YGR284C	ERV29	chr07	1061590	1060658	1061634	1060479	573.05	Protein localized to COPII-coated vesicles; involved in vesicle formation and incorporation of specific secretory cargo; protein abundance increases in response to DNA replication stress
YGR285C	ZUO1	chr07	1063153	1061852	1063168	1061791	1660.58	Ribosome-associated chaperone; zuotin functions in ribosome biogenesis and as a chaperone for nascent polypeptide chains in partnership with Ssz1p and SSb1/2; contains a DnaJ domain and functions as a J-protein partner for Ssb1p and Ssb2p; human gene DNAJC2 can partially complement yeast zuo1 null mutant
YGR286C	BIO2	chr07	1064940	1063813	1064974	1064907	116.21	Biotin synthase; catalyzes the conversion of dethiobiotin to biotin, which is the last step of the biotin biosynthesis pathway; complements E. coli bioB mutant
YGR287C	IMA1	chr07	1068991	1067222	1069405	1067045	20.07	Major isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); required for isomaltose utilization; preferred specificity for isomaltose, alpha-methylglucoside, and palatinose, but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose, and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; member of the IMA isomaltase family
YGR288W	MAL13	chr07	1070293	1071714	1070068	1072214	31.71	MAL-activator protein; part of complex locus MAL1; nonfunctional in genomic reference strain S288C
YGR290W		chr07	1075482	1075925	NaN	NaN	32.85	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; putative HLH protein; partially overlaps the verified ORF MAL11/YGR289C (a high-affinity maltose transporter)
YGR289C	MAL11	chr07	1075813	1073963	1076125	1073764	50.47	High-affinity maltose transporter (alpha-glucoside transporter); inducible; encoded in the MAL1 complex locus; broad substrate specificity that includes maltotriose; required for isomaltose utilization
YGR291C		chr07	1076504	1076283	NaN	NaN	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YGR292W	MAL12	chr07	1076599	1078353	NaN	1076863	8.24	Maltase (alpha-D-glucosidase); inducible protein involved in maltose catabolism; encoded in the MAL1 complex locus; hydrolyzes the disaccharides maltose, turanose, maltotriose, and sucrose
YGR294W	PAU12	chr07	1080306	1080668	NaN	NaN	0	Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions
YGR293C		chr07	1080346	1079885	NaN	NaN	16.28	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YGR294W
YGR295C	COS6	chr07	1082729	1081584	NaN	1081512	486.38	Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved, often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins
TEL07R-YP		chr07	1084347	1090940	NaN	NaN	NaN	
YGR296W	YRF1-3	chr07	1084864	1090591	NaN	NaN	NaN	Helicase encoded by the Y' element of subtelomeric regions; highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p
YGR296C-A		chr07	1089445	1088870	NaN	NaN	NaN	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps TEL07R
YGR296C-B		chr07	1090228	1089746	NaN	NaN	NaN	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; contained completely within TEL07R
YHL050W-A		chr08	811	1293	NaN	NaN	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YHL050C		chr08	3311	445	NaN	NaN	0	Putative protein of unknown function; potential Cdc28p substrate
YHL049C		chr08	4541	3726	NaN	4857	NaN	Putative protein of unknown function
TEL08L-YP		chr08	4951	35	NaN	NaN	NaN	
YHL048C-A		chr08	5797	5663	NaN	NaN	0	Putative protein of unknown function; identified by expression profiling and mass spectrometry
YHL048W	COS8	chr08	6401	7546	NaN	7625	229.38	Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved, often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins
YHL046W-A		chr08	9981	10307	NaN	NaN	46.31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF ARN2/YHL047C
YHL047C	ARN2	chr08	10213	8351	10996	8201	75.59	Transporter; member of the ARN family of transporters that specifically recognize siderophore-iron chelates; responsible for uptake of iron bound to the siderophore triacetylfusarinine C
YHL046C	PAU13	chr08	12285	11923	NaN	11661	0	Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expression is induced after ethanol shock
YHL045W		chr08	12502	12849	NaN	NaN	13.62	Putative protein of unknown function; not an essential gene
YHL044W		chr08	13565	14272	13549	14526	108.44	Putative integral membrane protein; member of DUP240 gene family; green fluorescent protein (GFP)-fusion protein localizes to the plasma membrane in a punctate pattern
YHL043W	ECM34	chr08	14901	15413	NaN	15412	39.42	Protein of unknown function; member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins
YHL042W		chr08	15667	16119	NaN	16237	14.49	Putative protein of unknown function; member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins
YHL041W		chr08	17392	17841	NaN	NaN	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YHL040C	ARN1	chr08	20971	19088	21011	18833	55.9	ARN family transporter for siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin, ferrirhodin, and related siderophores; protein increases in abundance and relocalizes to the vacuole upon DNA replication stress
YHL039W	EFM1	chr08	21783	23540	21732	23608	138.94	Lysine methyltransferase; involved in the monomethylation of eEF1A (Tef1p/Tef2p); SET-domain family member; predicted involvement in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
YHL038C	CBP2	chr08	25509	23617	25552	23484	61.6	Required for splicing of the group I intron bI5 of the COB pre-mRNA; nuclear-encoded mitochondrial protein that binds to the RNA to promote splicing; also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene
YHL037C		chr08	26179	25778	26508	NaN	3.16	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YHL036W	MUP3	chr08	26241	27881	26209	26866	64.66	Low affinity methionine permease; similar to Mup1p
YHL035C	VMR1	chr08	32756	27978	32771	31541	63.22	Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog, YBT1, that arose from the whole genome duplication
YHL034W-A		chr08	33176	33637	NaN	NaN	2667.39	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF SBP1/YHL034C
YHL034C	SBP1	chr08	34077	33193	34198	33036	2304.72	Protein that binds eIF4G and has a role in repression of translation; has an RGG motif; found in cytoplasmic P bodies; binds to mRNAs under glucose starvation stress, most often in the 5' UTR; found associated with small nucleolar RNAs snR10 and snR11; SBP1 has a paralog, RNP1, that arose from the whole genome duplication
YHL033C	RPL8A	chr08	36025	35255	36039	34761	2650.17	Ribosomal 60S subunit protein L8A; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; L8 binds to Domain I of 25S and 5.8 S rRNAs; mutation results in decreased amounts of free 60S subunits; homologous to mammalian ribosomal protein L7A, no bacterial homolog; RPL8A has a paralog, RPL8B, that arose from the whole genome duplication
YHL032C	GUT1	chr08	38508	36379	38550	36316	146.27	Glycerol kinase; converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p
YHL030W-A		chr08	39074	39535	NaN	NaN	196.33	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene GOS1/YHL031C
YHL031C	GOS1	chr08	39486	38815	39499	38752	197.65	v-SNARE protein involved in Golgi transport; homolog of the mammalian protein GOS-28/GS28
YHL030W	ECM29	chr08	40084	45690	40073	40750	63.43	Scaffold protein; assists in association of the proteasome core particle with the regulatory particle; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress
YHL029C	OCA5	chr08	47968	45929	47989	45820	80.23	Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts
YHL028W	WSC4	chr08	48763	50580	48673	50659	236.89	Endoplasmic reticulum (ER) membrane protein; involved in the translocation of soluble secretory proteins and insertion of membrane proteins into the ER membrane; may also have a role in the stress response but has only partial functional overlap with WSC1-3
YHL027W	RIM101	chr08	51111	52988	51028	51286	132.49	Cys2His2 zinc-finger transcriptional repressor; involved in alkaline responsive gene repression as part of adaptation to alkaline conditions; involved in cell wall assembly; required for alkaline pH-stimulated haploid invasive growth and sporulation; activated by alkaline-dependent proteolytic processing which results in removal of the C-terminal tail; similar to A. nidulans PacC
YHL026C		chr08	54166	53219	54243	54131	47.08	Putative protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History)
YHL025W	SNF6	chr08	54851	55849	54794	55952	235.27	Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf5p; relocates to the cytosol under hypoxic conditions
YHL024W	RIM4	chr08	56649	58790	56494	57160	47.37	Putative RNA-binding protein; required for the expression of early and middle sporulation genes
YHL023C	NPR3	chr08	62563	59123	62596	59455	84.56	Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of SEAC, a coatomer-related complex that associates dynamically with the vacuole; Npr3p may have a structural or regulatory role, supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p, and leading to inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; null mutant has meiotic defects; human NPRL3 homolog
YHL022C	SPO11	chr08	64157	62961	64927	64429	9.71	Meiosis-specific protein that initiates meiotic recombination; initiates meiotic recombination by catalyzing the formation of double-strand breaks in DNA via a transesterification reaction; required for homologous chromosome pairing and synaptonemal complex formation
YHL021C	AIM17	chr08	65859	64462	65921	64690	615.59	Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss
YHL020C	OPI1	chr08	67456	66242	67542	66126	212.57	Transcriptional regulator of a variety of genes; phosphorylation by protein kinase A stimulates Opi1p function in negative regulation of phospholipid biosynthetic genes; involved in telomere maintenance; null exhibits disrupted mitochondrial metabolism and low cardiolipin content, strongly correlated with overproduction of inositol
YHL019W-A		chr08	67711	68304	NaN	NaN	115.65	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene APM2/YHL019C
YHL019C	APM2	chr08	69548	67731	69550	67641	85.68	Protein of unknown function; homologous to the medium chain of mammalian clathrin-associated protein complex; involved in vesicular transport
YHL018W		chr08	69708	70070	NaN	NaN	33.61	Putative 4a-hydroxytetrahydrobiopterin dehydratase; green fluorescent protein (GFP)-fusion protein localizes to mitochondria and is induced in response to the DNA-damaging agent MMS
YHL017W		chr08	70276	71874	70255	71903	150.71	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog, PTM1, that arose from the whole genome duplication
YHL016C	DUR3	chr08	74244	72037	NaN	74051	27.71	Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate, the last intermediate of the allantoin degradative pathway
YHL015W-A		chr08	74699	74782	NaN	74581	6.01	Putative protein of unknown function
YHL015W	RPS20	chr08	75412	75777	75383	76070	12351.6	Protein component of the small (40S) ribosomal subunit; overproduction suppresses mutations affecting RNA polymerase III-dependent transcription; homologous to mammalian ribosomal protein S20 and bacterial S10
YHL014C	YLF2	chr08	77314	76097	77316	77334	78.94	Protein of unknown function; has weak similarity to E. coli GTP-binding protein gtp1; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YHL013C	OTU2	chr08	78353	77430	78358	NaN	105.54	Protein of unknown function; may interact with ribosomes, based on co-purification experiments; member of the ovarian tumor-like (OTU) superfamily of predicted cysteine proteases; shows cytoplasmic localization; protein abundance increases in response to DNA replication stress
YHL012W		chr08	78936	80417	NaN	80614	13.98	Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog, UGP1, that arose from the whole genome duplication
YHL011C	PRS3	chr08	81616	80654	81718	80516	533.5	5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes
YHL010C	ETP1	chr08	83721	81964	84018	81877	96.27	Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2, which is a cytoplasmic protein that binds nuclear localization sequences
YHL009C	YAP3	chr08	85060	84068	85171	83853	128.42	Basic leucine zipper (bZIP) transcription factor
YHL008C		chr08	94510	92627	94680	92350	90.06	Putative protein of unknown function; may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole
YHL006W-A		chr08	97732	98085	NaN	NaN	78.61	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF STE20/YHL007C
YHL007C	STE20	chr08	97937	95118	98040	94975	146.67	Cdc42p-activated signal transducing kinase; involved in pheromone response, pseudohyphal/invasive growth, vacuole inheritance, down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family
YHL006C	SHU1	chr08	98795	98343	NaN	98639	54.78	Component of Shu complex (aka PCSS complex); Shu complex also includes Psy3, Csm2, Shu2, and promotes error-free DNA repair, mediates inhibition of Srs2p function; essential for promoting the establishment of homolog bias during meiotic homologous recombination; promotes both crossover (CO) and non-crossover (NCO) pathways of meiotic recombination and formation of Rad51p filaments
YHL004W	MRP4	chr08	99219	100403	99140	100502	372.3	Mitochondrial ribosomal protein of the small subunit
YHL005C		chr08	99220	98828	NaN	NaN	50.27	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YHL004W
YHL003C	LAG1	chr08	101883	100648	102010	100390	622.47	Ceramide synthase component; involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine, functionally equivalent to Lac1p; forms ER foci upon DNA replication stress; homolog of human CERS2, a tumor metastasis suppressor gene whose silencing enahnces invasion/metastasis of prostate cancer cells; LAG1 has a paralog, LAC1, that arose from the whole genome duplication
YHL002W	HSE1	chr08	102612	103970	102254	104022	221.59	Subunit of the endosomal Vps27p-Hse1p complex; complex is required for sorting of ubiquitinated membrane proteins into intralumenal vesicles prior to vacuolar degradation, as well as for recycling of Golgi proteins and formation of lumenal membranes
YHL002C-A		chr08	103075	102587	NaN	NaN	179.49	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF HSE1/YHL002W
YHL001W	RPL14B	chr08	104277	105091	104257	105210	1957.43	Ribosomal 60S subunit protein L14B; homologous to mammalian ribosomal protein L14, no bacterial homolog; RPL14B has a paralog, RPL14A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress
YHR001W	OSH7	chr08	106055	107368	106004	107492	218.25	Oxysterol-binding protein; part of family with seven members in S. cerevisiae; family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability; OSH7 has a paralog, OSH6, that arose from the whole genome duplication
YHR001W-A	QCR10	chr08	107826	108122	107761	108452	628.51	Subunit of the ubiqunol-cytochrome c oxidoreductase complex; this complex comprises part of the mitochondrial respiratory chain; members include Cobp, Rip1p, Cyt1p, Cor1p, Qcr2p, Qcr6p, Qcr7p, Qcr8p, Qcr9p, and Qcr10p and comprises part of the mitochondrial respiratory chain
YHR002W	LEU5	chr08	108812	109885	108133	110013	68.7	Mitochondrial carrier protein; involved in the accumulation of CoA in the mitochondrial matrix; homolog of human Graves disease protein SLC25A16, which complements yeast null mutant; does not encode an isozyme of Leu4p, as first hypothesized
YHR003C		chr08	111317	110028	111325	109911	139.2	tRNA threonylcarbamoyladenosine dehydratase; required for the ct6A tRNA base modification, where an adenosine at position 37 is modified to form a cyclized active ester with an oxazolone ring; localized to the mitochondrial outer membrane; TCD1 has a paralog, TCD2, that arose from the whole genome duplication
YHR004C	NEM1	chr08	113094	111754	113207	111565	132.03	Probable catalytic subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis, required for normal nuclear envelope morphology and sporulation; homolog of the human protein Dullard
YHR005C	GPA1	chr08	114917	113499	115014	113392	372.75	Subunit of the G protein involved in pheromone response; GTP-binding alpha subunit of the heterotrimeric G protein; negatively regulates the mating pathway by sequestering G(beta)gamma and by triggering an adaptive response; activates Vps34p at the endosome; protein abundance increases in response to DNA replication stress
YHR005C-A	TIM10	chr08	115901	115620	115937	115473	2392.15	Essential protein of the mitochondrial intermembrane space; forms a complex with Tim9p (TIM10 complex) that delivers hydrophobic proteins to the TIM22 complex for insertion into the inner membrane
YHR006W	STP2	chr08	117814	119439	117779	118794	97.23	Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog, STP1, that arose from the whole genome duplication
YHR007C	ERG11	chr08	121683	120091	121820	120050	1415.48	Lanosterol 14-alpha-demethylase; catalyzes C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in ergosterol biosynthesis pathway; transcriptionally down-regulated when ergosterol is in excess; member of cytochrome P450 family; associated and coordinately regulated with the P450 reductase Ncp1p; human CYP51A1 functionally complements the lethality of the erg11 null mutation
YHR007C-A		chr08	122765	122550	122913	122660	92.05	Putative protein of unknown function; identified by expression profiling and mass spectrometry
YHR008C	SOD2	chr08	123590	122889	123668	122883	1388.7	Mitochondrial manganese superoxide dismutase; protects cells against oxygen toxicity
YHR009C	TDA3	chr08	125680	124109	125917	125622	493	Putative oxidoreductase involved in late endosome to Golgi transport; physical and genetical interactions with Btn2p; null mutant is viable, has extended S phase, and sensitive to expression of top1-T722A allele; similar to human FOXRED1
YHR010W	RPL27A	chr08	126521	127492	126490	127248	8457.54	Ribosomal 60S subunit protein L27A; homologous to mammalian ribosomal protein L27, no bacterial homolog; RPL27A has a paralog, RPL27B, that arose from the whole genome duplication
YHR011W	DIA4	chr08	127780	129120	127182	129202	61.74	Probable mitochondrial seryl-tRNA synthetase; mutant displays increased invasive and pseudohyphal growth
YHR012W	VPS29	chr08	129481	130448	129469	130773	208.66	Subunit of the membrane-associated retromer complex; endosomal protein; essential for endosome-to-Golgi retrograde transport; forms a subcomplex with Vps35p and Vps26p that selects cargo proteins for endosome-to-Golgi retrieval
YHR013C	ARD1	chr08	131446	130730	131481	130626	347.1	Subunit of protein N-terminal acetyltransferase NatA; NatA comprises Nat1p, Ard1p, Nat5p; acetylates many proteins to influence telomeric silencing, cell cycle, heat-shock resistance, mating, sporulation, early stages of mitophagy; protein abundance increases under DNA replication stress; mutations in human homolog X-linked NAA10 lead to Ogden syndrome (S37P) and intellectual disability (R116W); expression of human NAA10 and NAA15 can complement ard1 nat1 double mutant
YHR014W	SPO13	chr08	132047	132922	NaN	NaN	16.14	Meiotic regulator; involved in maintaining sister chromatid cohesion during meiosis I as well as promoting proper attachment of kinetochores to the spindle during meiosis I and meiosis II; anaphase-promoting complex (APC) substrate that is degraded during anaphase I; expressed only in meiotic cells
YHR015W	MIP6	chr08	134554	136533	134312	134537	3.32	Putative RNA-binding protein; interacts with Mex67p, which is a component of the nuclear pore involved in nuclear mRNA export; MIP6 has a paralog, PES4, that arose from the whole genome duplication
YHR016C	YSC84	chr08	138455	136881	138713	136735	287.37	Actin-binding protein; involved in bundling of actin filaments and endocytosis of actin cortical patches; activity stimulated by Las17p; contains SH3 domain similar to Rvs167p; YSC84 has a paralog, LSB3, that arose from the whole genome duplication
YHR017W	YSC83	chr08	138694	139851	138673	139912	112.17	Non-essential mitochondrial protein of unknown function; mRNA induced during meiosis, peaking between mid to late prophase of meiosis I; similar to S. douglasii YSD83
YHR018C	ARG4	chr08	141402	140011	141459	139836	463.56	Argininosuccinate lyase; catalyzes the final step in the arginine biosynthesis pathway
YHR019C	DED81	chr08	143558	141894	143602	141782	1403.97	Cytosolic asparaginyl-tRNA synthetase; required for protein synthesis, catalyzes the specific attachment of asparagine to its cognate tRNA
YHR020W		chr08	143996	146062	143924	146122	521.8	Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain, but does not possess posttransfer editing activity; may interact with ribosomes, based on co-purification experiments
YHR021C	RPS27B	chr08	148669	147871	148706	147817	8356.96	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S27, no bacterial homolog; RPS27B has a paralog, RPS27A, that arose from the whole genome duplication
YHR021W-A	ECM12	chr08	149225	149680	NaN	149596	29.83	Putative protein of unknown function; may contribute to cell wall biosynthesis, mutants display zymolyase hypersensitivity
YHR022C		chr08	150345	149575	NaN	150389	37.3	Putative protein of unknown function; YHR022C is not an essential gene
YHR022C-A		chr08	151306	151217	NaN	150914	16.87	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YHR023W	MYO1	chr08	151666	157452	151613	157658	118.64	Type II myosin heavy chain; required for wild-type cytokinesis and cell separation; localizes to the actomyosin ring; binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively
YHR024C	MAS2	chr08	159192	157744	159224	157517	202.04	Alpha subunit of the mitochondrial processing protease (MPP); essential processing enzyme that cleaves the N-terminal targeting sequences from mitochondrially imported proteins
YHR025W	THR1	chr08	159438	160511	159423	160586	794.38	Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway
YHR026W	VMA16	chr08	160844	161485	160730	161603	1654.85	Subunit c'' of the vacuolar ATPase; v-ATPase functions in acidification of the vacuole; one of three proteolipid subunits of the V0 domain
YHR027C	RPN1	chr08	164711	161730	164770	162537	464.94	Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain, a site for protein-protein interactions; RP is the acronym for regulatory particle
YHR028W-A		chr08	167352	167672	NaN	NaN	100.48	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF DAP2/YHR028C
YHR028C	DAP2	chr08	167434	164978	167499	164876	277.29	Dipeptidyl aminopeptidase; synthesized as a glycosylated precursor; localizes to the vacuolar membrane; similar to Ste13p
