nuc_id,chr,center,coverage,gene,acc,gene_pos
30300,9,340537,3.03,FAA3,YIL009W,10
30301,9,340390,0.75,FAA3,YIL009W,9
30302,9,340284,1.42,FAA3,YIL009W,8
30303,9,340171,4.3,FAA3,YIL009W,7
30304,9,340003,3.41,FAA3,YIL009W,6
30305,9,339852,6.1,FAA3,YIL009W,5
30306,9,339710,10.14,FAA3,YIL009W,4
30307,9,339526,8.09,FAA3,YIL009W,3
30308,9,339373,10.03,FAA3,YIL009W,2
30309,9,339138,3.65,FAA3,YIL009W,1
30310,9,339009,4,FAA3,YIL009W,-1
30311,9,338653,3,FAA3,YIL009W,-2
30312,9,338350,5.61,FAA3,YIL009W,-3
30313,9,338147,4.94,,,NaN
30314,9,337985,6.36,,,NaN
30315,9,337814,8.47,,,NaN
30316,9,337617,3.04,,,NaN
30317,9,337466,3.02,,,NaN
30318,9,337304,2.34,,,NaN
30319,9,337093,9.85,,,NaN
30320,9,336921,3.13,,,NaN
30321,9,336756,3.81,EST3,YIL009C-A,-3
30322,9,336573,9.99,EST3,YIL009C-A,-2
30323,9,336398,2.2,EST3,YIL009C-A,-1
30324,9,336191,7.8,EST3,YIL009C-A,1
30325,9,336036,6.64,EST3,YIL009C-A,2
30326,9,335863,7.37,EST3,YIL009C-A,3
30327,9,335714,4.4,EST3,YIL009C-A,4
30328,9,335530,6.39,,,NaN
30329,9,335372,5.34,DOT5,YIL010W,4
30330,9,335210,10.18,DOT5,YIL010W,3
30331,9,335026,6.92,DOT5,YIL010W,2
30332,9,334892,2.71,DOT5,YIL010W,1
30333,9,334644,1.64,DOT5,YIL010W,-1
30334,9,334449,12.29,DOT5,YIL010W,-2
30335,9,334284,13.96,DOT5,YIL010W,-3
30336,9,334131,10.02,TIR3,YIL011W,3
30337,9,333969,10.23,TIR3,YIL011W,2
30338,9,333789,9.06,TIR3,YIL011W,1
30339,9,333627,2.79,TIR3,YIL011W,-1
30340,9,333197,7.9,,YIL012W,2
30341,9,333048,4.7,,YIL012W,1
30342,9,332543,4.74,PDR11,YIL013C,-1
30343,9,332380,7.84,PDR11,YIL013C,1
30344,9,332200,11.12,PDR11,YIL013C,2
30345,9,332026,7.07,PDR11,YIL013C,3
30346,9,331852,5.11,PDR11,YIL013C,4
30347,9,331710,5.39,PDR11,YIL013C,5
30348,9,331506,3.76,PDR11,YIL013C,6
30349,9,331375,3.7,PDR11,YIL013C,7
30350,9,331197,2.59,PDR11,YIL013C,8
30351,9,330891,6.09,PDR11,YIL013C,10
30352,9,330748,3.43,PDR11,YIL013C,11
30353,9,330574,5.26,PDR11,YIL013C,12
30354,9,330330,5.69,PDR11,YIL013C,13
30355,9,330164,4.44,PDR11,YIL013C,14
30356,9,330019,4.79,PDR11,YIL013C,15
30357,9,329879,2.32,PDR11,YIL013C,16
30358,9,329700,6.52,PDR11,YIL013C,17
30359,9,329523,3.69,PDR11,YIL013C,18
30360,9,329358,4.81,PDR11,YIL013C,19
30361,9,329138,3.28,PDR11,YIL013C,20
30362,9,329030,1.07,PDR11,YIL013C,21
30363,9,328852,2.82,PDR11,YIL013C,22
30364,9,328725,3.3,PDR11,YIL013C,23
30365,9,328590,7.05,PDR11,YIL013C,24
30366,9,328439,6.93,PDR11,YIL013C,25
30367,9,328278,5.23,PDR11,YIL013C,26
30368,9,328132,1.14,,,NaN
30369,9,327916,3.71,,,NaN
30370,9,327776,1.93,MNT3,YIL014W,12
30371,9,327609,4.84,MNT3,YIL014W,11
30372,9,327446,4.94,MNT3,YIL014W,10
30373,9,327270,7.7,MNT3,YIL014W,9
30374,9,327131,7.58,MNT3,YIL014W,8
30375,9,326962,6.57,MNT3,YIL014W,7
30376,9,326796,5.57,MNT3,YIL014W,6
30377,9,326658,5.78,MNT3,YIL014W,5
30378,9,326483,8.43,MNT3,YIL014W,4
30379,9,326316,9.77,MNT3,YIL014W,3
30380,9,326151,5.64,MNT3,YIL014W,2
30381,9,325995,6.41,MNT3,YIL014W,1
30382,9,325763,1.85,,YIL014C-A,-1
30383,9,325592,5.65,,YIL014C-A,1
30384,9,325421,5.95,,YIL014C-A,2
30385,9,325261,6.29,,YIL014C-A,3
30386,9,325075,3.91,,,NaN
30387,9,324885,4.33,,,NaN
30388,9,324708,4.04,,,NaN
30389,9,324529,4.87,,,NaN
30390,9,324358,2.31,,,NaN
30391,9,324157,0.93,,,NaN
30392,9,323984,5.01,BAR1,YIL015W,11
30393,9,323811,4.54,BAR1,YIL015W,10
30394,9,323648,5.4,BAR1,YIL015W,9
30395,9,323462,4.47,BAR1,YIL015W,8
30396,9,323178,4.02,BAR1,YIL015W,6
30397,9,323005,4.33,BAR1,YIL015W,5
30398,9,322750,4.16,BAR1,YIL015W,3
30399,9,322560,5.07,BAR1,YIL015W,2
30400,9,322415,2.77,BAR1,YIL015W,1
30401,9,322232,4.21,BAR1,YIL015W,-1
30402,9,321924,1.66,BAR1,YIL015W,-2
30403,9,321770,3.23,SNL1,YIL016W,3
30404,9,321636,4.15,SNL1,YIL016W,2
30405,9,321451,6.15,SNL1,YIL016W,1
30406,9,321232,10.22,VID28,YIL017C,-1
30407,9,321001,7.31,VID28,YIL017C,1
30408,9,320836,9,VID28,YIL017C,2
30409,9,320659,6.5,VID28,YIL017C,3
30410,9,320504,8.29,VID28,YIL017C,4
30411,9,320336,3.75,VID28,YIL017C,5
30412,9,320184,0.98,VID28,YIL017C,6
30413,9,320045,5.9,VID28,YIL017C,7
30414,9,319869,3.4,VID28,YIL017C,8
30415,9,319723,4.03,VID28,YIL017C,9
30416,9,319546,2.09,VID28,YIL017C,10
30417,9,319345,0.82,VID28,YIL017C,11
30418,9,319168,4.82,VID28,YIL017C,12
30419,9,318893,2.21,VID28,YIL017C,14
30420,9,318717,1.43,VID28,YIL017C,15
30421,9,318536,2.76,VID28,YIL017C,16
30422,9,318390,6.84,VID28,YIL017C,17
30423,9,318207,1.64,VID28,YIL017C,18
30424,9,318080,0.97,,,NaN
30425,9,317858,2.91,,,NaN
30426,9,317737,4.29,RPL2B,YIL018W,7
30427,9,317569,2.92,RPL2B,YIL018W,6
30428,9,317406,3.51,RPL2B,YIL018W,5
30429,9,317258,6.71,RPL2B,YIL018W,4
30430,9,317082,3.97,RPL2B,YIL018W,3
30431,9,316927,3.67,RPL2B,YIL018W,2
30432,9,316779,2.72,RPL2B,YIL018W,1
30433,9,316582,0.91,RPL2B,YIL018W,-1
30434,9,316412,0.98,RPL2B,YIL018W,-2
30435,9,316220,4.64,RPL2B,YIL018W,-3
30436,9,316061,9.77,,,NaN
30437,9,315899,4.49,FAF1,YIL019W,6
30438,9,315757,7.15,FAF1,YIL019W,5
30439,9,315596,9.35,FAF1,YIL019W,4
30440,9,315436,9.88,FAF1,YIL019W,3
30441,9,315283,8.51,FAF1,YIL019W,2
30442,9,315116,8.34,FAF1,YIL019W,1
30443,9,314852,6.28,,YIL020C-A,-1
30444,9,314672,7.5,,YIL020C-A,1
30445,9,314504,5.74,,YIL020C-A,2
30446,9,314345,8.45,,YIL020C-A,3
30447,9,314170,6.31,,YIL020C-A,4
30448,9,314049,0.63,,YIL021C-A,-3
30449,9,313830,8.31,,YIL021C-A,-2
30450,9,313684,5.38,,YIL021C-A,-1
30451,9,313510,3.09,,YIL021C-A,1
30452,9,313386,6.62,,YIL021C-A,2
30453,9,313210,9.6,,YIL021C-A,3
30454,9,313046,9.72,RPB3,YIL021W,2
30455,9,312880,7.4,RPB3,YIL021W,1
30456,9,312569,5,RPB3,YIL021W,-1
30457,9,312409,8.84,RPB3,YIL021W,-2
30458,9,312234,5.98,RPB3,YIL021W,-3
30459,9,312052,5.87,TIM44,YIL022W,7
30460,9,311901,3.08,TIM44,YIL022W,6
30461,9,311739,7.98,TIM44,YIL022W,5
30462,9,311594,10.71,TIM44,YIL022W,4
30463,9,311425,8.27,TIM44,YIL022W,3
30464,9,311261,9.97,TIM44,YIL022W,2
30465,9,311098,5.59,TIM44,YIL022W,1
30466,9,310838,5.3,TIM44,YIL022W,-1
30467,9,310628,5.04,YKE4,YIL023C,-1
30468,9,310384,11.05,YKE4,YIL023C,1
30469,9,310218,8.69,YKE4,YIL023C,2
30470,9,310064,6.53,YKE4,YIL023C,3
30471,9,309903,8.22,,YIL024C,-3
30472,9,309744,8.47,,YIL024C,-2
30473,9,309590,7.51,,YIL024C,-1
30474,9,309421,9.05,,YIL024C,1
30475,9,309183,5.83,,YIL024C,2
30476,9,309027,7.93,,YIL025C,-3
30477,9,308871,9.48,,YIL025C,-2
30478,9,308697,11.32,,YIL025C,-1
30479,9,308512,0.77,,YIL025C,1
30480,9,308354,8.78,,YIL025C,2
30481,9,308182,10.92,IRR1,YIL026C,-1
30482,9,307927,11.86,IRR1,YIL026C,1
30483,9,307758,13.29,IRR1,YIL026C,2
30484,9,307602,8.63,IRR1,YIL026C,3
30485,9,307429,2.82,IRR1,YIL026C,4
30486,9,307270,4.87,IRR1,YIL026C,5
30487,9,307094,6.63,IRR1,YIL026C,6
30488,9,306944,3.04,IRR1,YIL026C,7
30489,9,306774,3.12,IRR1,YIL026C,8
30490,9,306565,2.13,IRR1,YIL026C,9
30491,9,306437,1.79,IRR1,YIL026C,10
30492,9,306311,3.21,IRR1,YIL026C,11
30493,9,306169,3.56,IRR1,YIL026C,12
30494,9,306002,3.42,IRR1,YIL026C,13
30495,9,305849,4,IRR1,YIL026C,14
30496,9,305681,3.65,IRR1,YIL026C,15
30497,9,305487,4.88,IRR1,YIL026C,16
30498,9,305376,1.7,IRR1,YIL026C,17
30499,9,305209,5.41,IRR1,YIL026C,18
30500,9,305071,2.31,IRR1,YIL026C,19
30501,9,304902,4.94,IRR1,YIL026C,20
30502,9,304707,6.83,EMC5,YIL027C,-3
30503,9,304543,7.83,EMC5,YIL027C,-2
30504,9,304370,2.46,EMC5,YIL027C,-1
30505,9,304105,7.55,EMC5,YIL027C,1
30506,9,303941,8.68,EMC5,YIL027C,2
30507,9,303782,6.15,EMC5,YIL027C,3
30508,9,303596,4.92,,,NaN
30509,9,303439,7.57,,,NaN
30510,9,303266,3.95,,,NaN
30511,9,303112,6.97,,,NaN
30512,9,302942,5.54,,,NaN
30513,9,302782,7.14,,,NaN
30514,9,302604,6.87,,,NaN
30515,9,302454,6.43,,,NaN
30516,9,302285,8.21,,YIL028W,5
30517,9,302124,6.96,,YIL028W,4
30518,9,301964,6,,YIL028W,3
30519,9,301782,9.84,,YIL028W,2
30520,9,301603,5.3,,YIL028W,1
30521,9,301325,8.97,,YIL029C,1
30522,9,301162,6.48,,YIL029C,2
30523,9,301001,6.11,,YIL029C,3
30524,9,300832,3.81,,YIL029C,4
30525,9,300641,3.88,SSM4,YIL030C,-3
30526,9,300458,4.08,SSM4,YIL030C,-2
30527,9,300292,2.19,SSM4,YIL030C,-1
30528,9,300030,7.51,SSM4,YIL030C,1
30529,9,299872,9.51,,YIL029W-A,2
30530,9,299697,5.4,,YIL029W-A,1
30531,9,299542,5.12,,YIL029W-A,-1
30532,9,299387,3.63,,YIL029W-A,-2
30533,9,299223,7.22,,YIL029W-A,-3
30534,9,299040,7.58,SSM4,YIL030C,7
30535,9,298919,4.89,SSM4,YIL030C,8
30536,9,298723,4.09,SSM4,YIL030C,9
30537,9,298424,3.06,SSM4,YIL030C,11
30538,9,298264,4.61,SSM4,YIL030C,12
30539,9,298118,1.21,SSM4,YIL030C,13
30540,9,297738,1.62,SSM4,YIL030C,15
30541,9,297622,0.54,SSM4,YIL030C,16
30542,9,297388,5.16,SSM4,YIL030C,17
30543,9,297196,2.36,SSM4,YIL030C,18
30544,9,296959,1.94,SSM4,YIL030C,19
30545,9,296830,3.5,SSM4,YIL030C,20
30546,9,296581,2.33,SSM4,YIL030C,21
30547,9,296406,1.88,SSM4,YIL030C,22
30548,9,296215,6.16,SSM4,YIL030C,23
30549,9,296083,1.27,SSM4,YIL030C,24
30550,9,295637,4.21,,YIL030W-A,5
30551,9,295480,3.05,,YIL030W-A,4
30552,9,295291,5.33,,YIL030W-A,3
30553,9,295136,5.61,,YIL030W-A,2
30554,9,295002,2.99,,YIL030W-A,1
30555,9,294866,0.97,,YIL030W-A,-1
30556,9,294433,1.62,,YIL030W-A,-2
30557,9,294287,2.04,,YIL030W-A,-3
30558,9,294098,1.25,ULP2,YIL031W,11
30559,9,293935,5.4,ULP2,YIL031W,10
30560,9,293785,2.87,ULP2,YIL031W,9
30561,9,293649,4.52,ULP2,YIL031W,8
30562,9,293503,2.71,ULP2,YIL031W,7
30563,9,293322,2.88,ULP2,YIL031W,6
30564,9,293161,5.93,ULP2,YIL031W,5
30565,9,293002,7.69,ULP2,YIL031W,4
30566,9,292847,8.2,ULP2,YIL031W,3
30567,9,292687,8.95,ULP2,YIL031W,2
30568,9,292513,5.88,ULP2,YIL031W,1
30569,9,292237,6.52,,YIL032C,1
30570,9,292046,5.89,BCY1,YIL033C,-1
30571,9,291736,6.27,BCY1,YIL033C,1
30572,9,291569,7.52,BCY1,YIL033C,2
30573,9,291399,5.75,BCY1,YIL033C,3
30574,9,291258,8.21,BCY1,YIL033C,4
30575,9,291081,6.67,BCY1,YIL033C,5
30576,9,290929,6.51,BCY1,YIL033C,6
30577,9,290764,3.47,BCY1,YIL033C,7
30578,9,290636,2.53,CAP2,YIL034C,-3
30579,9,290487,6.48,CAP2,YIL034C,-2
30580,9,290317,8.05,CAP2,YIL034C,-1
30581,9,290058,10.69,CAP2,YIL034C,1
30582,9,289901,5.98,CAP2,YIL034C,2
30583,9,289750,6.97,CAP2,YIL034C,3
30584,9,289597,6.67,CAP2,YIL034C,4
30585,9,289440,8.68,CKA1,YIL035C,-2
30586,9,289284,10.09,CKA1,YIL035C,-1
30587,9,288991,5.89,CKA1,YIL035C,1
30588,9,288818,4.16,CKA1,YIL035C,2
30589,9,288657,6.22,CKA1,YIL035C,3
30590,9,288497,5.17,CKA1,YIL035C,4
30591,9,288331,3.3,CKA1,YIL035C,5
30592,9,288192,3.64,CKA1,YIL035C,6
30593,9,288041,4.23,CKA1,YIL035C,7
30594,9,287870,4.5,CKA1,YIL035C,8
30595,9,287660,2.68,,,NaN
30596,9,287509,0.92,,,NaN
30597,9,287327,5.11,CST6,YIL036W,12
30598,9,286936,6.53,CST6,YIL036W,10
30599,9,286786,4.5,CST6,YIL036W,9
30600,9,286630,3.06,CST6,YIL036W,8
30601,9,286480,5.85,CST6,YIL036W,7
30602,9,286332,5.69,CST6,YIL036W,6
30603,9,286177,6.97,CST6,YIL036W,5
30604,9,286026,7.57,CST6,YIL036W,4
30605,9,285847,6.36,CST6,YIL036W,3
30606,9,285685,6.45,CST6,YIL036W,2
30607,9,285522,6.22,CST6,YIL036W,1
30608,9,285226,6.22,PRM2,YIL037C,-2
30609,9,285051,6.72,PRM2,YIL037C,-1
30610,9,284885,6.79,PRM2,YIL037C,1
30611,9,284725,6.61,PRM2,YIL037C,2
30612,9,284537,6.08,PRM2,YIL037C,3
30613,9,284362,8.42,PRM2,YIL037C,4
30614,9,284214,4.46,PRM2,YIL037C,5
30615,9,284095,0.54,PRM2,YIL037C,6
30616,9,283992,2.6,PRM2,YIL037C,7
30617,9,283775,2.74,PRM2,YIL037C,8
30618,9,283617,5.21,PRM2,YIL037C,9
30619,9,283458,7.98,NOT3,YIL038C,-3
30620,9,283298,8.95,NOT3,YIL038C,-2
30621,9,283127,7.61,NOT3,YIL038C,-1
30622,9,282855,8.36,NOT3,YIL038C,1
30623,9,282689,5.16,NOT3,YIL038C,2
30624,9,282521,8.45,NOT3,YIL038C,3
30625,9,282365,5.92,NOT3,YIL038C,4
30626,9,282234,4.63,NOT3,YIL038C,5
30627,9,282066,6.63,NOT3,YIL038C,6
30628,9,281925,4.45,NOT3,YIL038C,7
30629,9,281752,9.05,NOT3,YIL038C,8
30630,9,281598,3.02,NOT3,YIL038C,9
30631,9,281453,5.99,NOT3,YIL038C,10
30632,9,281331,3.51,NOT3,YIL038C,11
30633,9,281183,3.83,NOT3,YIL038C,12
30634,9,281012,2.47,NOT3,YIL038C,13
30635,9,280694,3.38,NOT3,YIL038C,15
30636,9,280445,3.98,NOT3,YIL038C,16
30637,9,280275,3.4,NOT3,YIL038C,17
30638,9,279904,0.89,,,NaN
30639,9,279745,5.29,TED1,YIL039W,13
30640,9,279598,1.31,TED1,YIL039W,12
30641,9,279426,5.75,TED1,YIL039W,11
30642,9,279273,6.34,TED1,YIL039W,10
30643,9,279118,7.63,TED1,YIL039W,9
30644,9,278962,6.57,TED1,YIL039W,8
30645,9,278782,9.85,TED1,YIL039W,7
30646,9,278613,9.71,TED1,YIL039W,6
30647,9,278442,9.51,TED1,YIL039W,5
30648,9,278259,2.84,TED1,YIL039W,4
30649,9,278092,4.04,TED1,YIL039W,3
30650,9,277933,6.5,APQ12,YIL040W,2
30651,9,277766,8.16,APQ12,YIL040W,1
30652,9,277516,0.97,APQ12,YIL040W,-1
30653,9,277368,7.1,APQ12,YIL040W,-2
30654,9,277207,7.82,APQ12,YIL040W,-3
30655,9,277043,8.56,GVP36,YIL041W,4
30656,9,276881,12.33,GVP36,YIL041W,3
30657,9,276715,9.74,GVP36,YIL041W,2
30658,9,276559,10.64,GVP36,YIL041W,1
30659,9,276279,11.3,PKP1,YIL042C,1
30660,9,276114,9.93,PKP1,YIL042C,2
30661,9,275949,6.34,PKP1,YIL042C,3
30662,9,275797,8.28,PKP1,YIL042C,4
30663,9,275637,8.03,PKP1,YIL042C,5
30664,9,275466,6.12,CBR1,YIL043C,-3
30665,9,275306,9.32,CBR1,YIL043C,-2
30666,9,275141,9.52,CBR1,YIL043C,-1
30667,9,274897,10.62,CBR1,YIL043C,1
30668,9,274733,7.31,CBR1,YIL043C,2
30669,9,274559,6.59,CBR1,YIL043C,3
30670,9,274407,8.87,AGE2,YIL044C,-3
30671,9,274242,7.88,AGE2,YIL044C,-2
30672,9,274119,5.65,AGE2,YIL044C,-1
30673,9,273831,9.54,AGE2,YIL044C,1
30674,9,273668,7.32,AGE2,YIL044C,2
30675,9,273487,4.04,AGE2,YIL044C,3
30676,9,273341,7.14,AGE2,YIL044C,4
30677,9,273182,2.28,AGE2,YIL044C,5
30678,9,273065,2.17,AGE2,YIL044C,6
30679,9,272692,2.68,,,NaN
30680,9,272456,3.67,PIG2,YIL045W,9
30681,9,272275,5.49,PIG2,YIL045W,8
30682,9,272107,6.23,PIG2,YIL045W,7
30683,9,271920,5.85,PIG2,YIL045W,6
30684,9,271770,6.36,PIG2,YIL045W,5
30685,9,271592,7.47,PIG2,YIL045W,4
30686,9,271443,6.55,PIG2,YIL045W,3
30687,9,271282,4.98,PIG2,YIL045W,2
30688,9,271101,1.87,PIG2,YIL045W,1
30689,9,270889,5.22,PIG2,YIL045W,-1
30690,9,270734,2.75,PIG2,YIL045W,-2
30691,9,270522,5.03,PIG2,YIL045W,-3
30692,9,270372,4.68,MET30,YIL046W,11
30693,9,270167,5.06,MET30,YIL046W,10
30694,9,270031,2.67,MET30,YIL046W,9
30695,9,269859,5.74,MET30,YIL046W,8
30696,9,269731,1.59,MET30,YIL046W,7
30697,9,269544,4.37,MET30,YIL046W,6
30698,9,269401,2.69,MET30,YIL046W,5
30699,9,269243,5.05,MET30,YIL046W,4
30700,9,269050,3.91,MET30,YIL046W,3
30701,9,268836,11.88,MET30,YIL046W,2
30702,9,268663,8.76,MET30,YIL046W,1
30703,9,268385,3.46,SYG1,YIL047C,-1
30704,9,268223,5.84,SYG1,YIL047C,1
30705,9,267871,3.67,,YIL046W-A,-1
30706,9,267683,10.44,,YIL046W-A,-2
30707,9,267532,8.5,,YIL046W-A,-3
30708,9,267365,8.54,SYG1,YIL047C,6
30709,9,267201,8.56,SYG1,YIL047C,7
30710,9,267052,6.36,SYG1,YIL047C,8
30711,9,266888,7.16,SYG1,YIL047C,9
30712,9,266749,7.32,SYG1,YIL047C,10
30713,9,266600,4.19,SYG1,YIL047C,11
30714,9,266322,5.19,SYG1,YIL047C,13
30715,9,266141,4.64,SYG1,YIL047C,14
30716,9,266001,3.73,,YIL047C-A,-3
30717,9,265831,2.3,,YIL047C-A,-2
30718,9,265553,3.28,,YIL047C-A,-1
30719,9,265409,4.37,,YIL047C-A,1
30720,9,265224,4.83,,YIL047C-A,2
30721,9,264854,4.88,,,NaN
30722,9,264624,1.83,NEO1,YIL048W,23
30723,9,264459,1.47,NEO1,YIL048W,22
30724,9,264319,3.02,NEO1,YIL048W,21
30725,9,264016,4.16,NEO1,YIL048W,19
30726,9,263864,1.2,NEO1,YIL048W,18
30727,9,263718,2.42,NEO1,YIL048W,17
30728,9,263381,1.45,NEO1,YIL048W,15
30729,9,263213,4.04,NEO1,YIL048W,14
30730,9,263058,2.49,NEO1,YIL048W,13
30731,9,262932,3.82,NEO1,YIL048W,12
30732,9,262751,4.9,NEO1,YIL048W,11
30733,9,262611,6.78,NEO1,YIL048W,10
30734,9,262436,0.83,NEO1,YIL048W,9
30735,9,262323,6.13,NEO1,YIL048W,8
30736,9,262150,4.39,NEO1,YIL048W,7
30737,9,261974,1.09,NEO1,YIL048W,6
30738,9,261852,5.67,NEO1,YIL048W,5
30739,9,261678,7.79,NEO1,YIL048W,4
30740,9,261509,6.3,NEO1,YIL048W,3
30741,9,261356,6.65,NEO1,YIL048W,2
30742,9,261173,4.17,NEO1,YIL048W,1
30743,9,260909,3.66,NEO1,YIL048W,-1
30744,9,260723,7.32,NEO1,YIL048W,-2
30745,9,260547,3.27,DFG10,YIL049W,3
30746,9,260360,8.21,DFG10,YIL049W,2
30747,9,260190,5.8,DFG10,YIL049W,1
30748,9,259948,3.04,DFG10,YIL049W,-1
30749,9,259776,2.39,DFG10,YIL049W,-2
30750,9,259582,2.83,DFG10,YIL049W,-3
30751,9,259354,4.08,PCL7,YIL050W,4
30752,9,259175,6.24,PCL7,YIL050W,3
30753,9,259018,4.84,PCL7,YIL050W,2
30754,9,258879,4.31,PCL7,YIL050W,1
30755,9,258603,1.93,PCL7,YIL050W,-1
30756,9,258196,2.88,MMF1,YIL051C,1
30757,9,257922,5.24,MMF1,YIL051C,3
30758,9,257695,3.81,RPL34B,YIL052C,-3
30759,9,257508,0.78,RPL34B,YIL052C,-2
30760,9,257296,0.57,RPL34B,YIL052C,-1
30761,9,257082,3.24,RPL34B,YIL052C,1
30762,9,256921,5.14,RPL34B,YIL052C,2
30763,9,256770,6.19,RPL34B,YIL052C,3
30764,9,256605,0.52,RPL34B,YIL052C,4
30765,9,256483,4.97,RPL34B,YIL052C,5
30766,9,256360,3.77,RPL34B,YIL052C,6
30767,9,256066,0.73,,,NaN
30768,9,255792,2.35,,,NaN
30769,9,255671,4.34,RHR2,YIL053W,4
30770,9,255522,2.79,RHR2,YIL053W,3
30771,9,255370,3.63,RHR2,YIL053W,2
30772,9,255192,4.64,RHR2,YIL053W,1
30773,9,255028,0.98,RHR2,YIL053W,-1
30774,9,254810,1.4,RHR2,YIL053W,-2
30775,9,254374,0.7,,YIL054W,-1
30776,9,254084,4.72,,YIL055C,-1
30777,9,253903,6.99,,YIL055C,1
30778,9,253746,3.32,,YIL055C,2
30779,9,253581,4.62,,YIL055C,3
30780,9,253416,6.86,,YIL055C,4
30781,9,253267,8.91,,YIL055C,5
30782,9,253104,7.05,,YIL055C,6
30783,9,252939,1.55,,YIL055C,7
30784,9,252802,2.13,,YIL055C,8
30785,9,252630,1.92,,YIL055C,9
30786,9,252474,4.19,,YIL055C,10
30787,9,252306,3.17,,YIL055C,11
30788,9,252130,3.66,,YIL055C,12
30789,9,251814,6.13,,,NaN
30790,9,251647,5.22,VHR1,YIL056W,11
30791,9,251527,3.24,VHR1,YIL056W,10
30792,9,251345,6.67,VHR1,YIL056W,9
30793,9,251124,5.57,VHR1,YIL056W,8
30794,9,250960,5.52,VHR1,YIL056W,7
30795,9,250788,2.53,VHR1,YIL056W,6
30796,9,250665,4.45,VHR1,YIL056W,5
30797,9,250491,4.61,VHR1,YIL056W,4
30798,9,250341,2.52,VHR1,YIL056W,3
30799,9,250166,2.67,VHR1,YIL056W,2
30800,9,249982,2.85,VHR1,YIL056W,1
30801,9,249744,3.78,VHR1,YIL056W,-1
30802,9,249570,1.02,VHR1,YIL056W,-2
30803,9,249281,0.56,RGI2,YIL057C,-1
30804,9,249040,0.64,RGI2,YIL057C,1
30805,9,248864,1.87,RGI2,YIL057C,2
30806,9,248661,3.76,RGI2,YIL057C,3
30807,9,248505,6.63,RGI2,YIL057C,4
30808,9,248327,3.33,RGI2,YIL057C,5
30809,9,248193,7.99,RGI2,YIL057C,6
30810,9,248041,6.47,RGI2,YIL057C,7
30811,9,247892,2.57,,,NaN
30812,9,247622,8.46,,YIL059C,-3
30813,9,247392,5.01,,YIL059C,-2
30814,9,247219,3.79,,YIL059C,-1
30815,9,247035,6.22,,YIL059C,1
30816,9,246878,8.31,,YIL058W,1
30817,9,246699,7.76,,YIL058W,-1
30818,9,246584,0.91,,YIL060W,1
30819,9,246315,1.68,,YIL060W,-1
30820,9,246187,4.62,,YIL060W,-2
30821,9,245991,1.45,,YIL060W,-3
30822,9,245758,7.01,SNP1,YIL061C,-1
30823,9,245546,11.41,SNP1,YIL061C,1
30824,9,245375,9.85,SNP1,YIL061C,2
30825,9,245223,8.29,SNP1,YIL061C,3
30826,9,245059,9.81,SNP1,YIL061C,4
30827,9,244900,12.55,YRB2,YIL063C,-2
30828,9,244736,11.02,YRB2,YIL063C,-1
30829,9,244440,13.9,YRB2,YIL063C,1
30830,9,244285,8.67,YRB2,YIL063C,2
30831,9,244132,7.17,YRB2,YIL063C,3
30832,9,243736,9.33,YRB2,YIL063C,5
30833,9,243567,10.9,YRB2,YIL063C,6
30834,9,243390,9.81,YRB2,YIL063C,7
30835,9,243210,5.83,YRB2,YIL063C,8
30836,9,243066,7.12,YRB2,YIL063C,9
30837,9,242900,4.83,YRB2,YIL063C,10
30838,9,242715,1.65,,,NaN
30839,9,242553,7.91,SEE1,YIL064W,4
30840,9,242405,10.6,SEE1,YIL064W,3
30841,9,242236,11.81,SEE1,YIL064W,2
30842,9,242069,12.31,SEE1,YIL064W,1
30843,9,241774,6.18,FIS1,YIL065C,1
30844,9,241622,7.07,FIS1,YIL065C,2
30845,9,241454,5.99,FIS1,YIL065C,3
30846,9,241330,6.89,RNR3,YIL066C,-2
30847,9,241154,7.44,RNR3,YIL066C,-1
30848,9,240862,5.94,RNR3,YIL066C,1
30849,9,240699,8.31,RNR3,YIL066C,2
30850,9,240532,10.65,RNR3,YIL066C,3
30851,9,240365,10.11,RNR3,YIL066C,4
30852,9,240201,11.66,RNR3,YIL066C,5
30853,9,240038,8.72,RNR3,YIL066C,6
30854,9,239868,9.42,RNR3,YIL066C,7
30855,9,239699,10.78,RNR3,YIL066C,8
30856,9,239526,8.05,RNR3,YIL066C,9
30857,9,239372,7.09,RNR3,YIL066C,10
30858,9,239202,7.52,RNR3,YIL066C,11
30859,9,239047,5.74,RNR3,YIL066C,12
30860,9,238870,8.91,RNR3,YIL066C,13
30861,9,238698,3.67,RNR3,YIL066C,14
30862,9,238536,7.32,RNR3,YIL066C,15
30863,9,238358,8.56,,YIL067C,-3
30864,9,238196,7.35,,YIL067C,-2
30865,9,238048,2.74,,YIL067C,-1
30866,9,237755,7.2,,YIL067C,1
30867,9,237617,6.17,,YIL067C,2
30868,9,237443,9.84,,YIL066W-A,1
30869,9,237274,7.02,,YIL066W-A,-1
30870,9,237110,7.78,,YIL066W-A,-2
30871,9,236963,6.25,,YIL066W-A,-3
30872,9,236799,4.1,,YIL067C,7
30873,9,236620,4.17,,YIL067C,8
30874,9,236424,8.89,,YIL067C,9
30875,9,236235,9.91,,YIL067C,10
30876,9,236081,11.38,SEC6,YIL068C,-3
30877,9,235899,11.51,SEC6,YIL068C,-2
